Date,SettlementPoint,Price
2018-01-01 00:00:00,HB_BUSAVG,27.18
2018-01-01 00:00:00,HB_HOUSTON,26.85
2018-01-01 00:00:00,HB_HUBAVG,27.18
2018-01-01 00:00:00,HB_NORTH,27.23
2018-01-01 00:00:00,HB_SOUTH,27.14
2018-01-01 00:00:00,HB_WEST,27.51
2018-01-01 00:00:00,LZ_AEN,27.15
2018-01-01 00:00:00,LZ_CPS,27.46
2018-01-01 00:00:00,LZ_HOUSTON,26.84
2018-01-01 00:00:00,LZ_LCRA,27.17
2018-01-01 00:00:00,LZ_NORTH,27.22
2018-01-01 00:00:00,LZ_RAYBN,27.23
2018-01-01 00:00:00,LZ_SOUTH,29.16
2018-01-01 00:00:00,LZ_WEST,29.47
2018-01-01 01:00:00,HB_BUSAVG,25.52
2018-01-01 01:00:00,HB_HOUSTON,25.11
2018-01-01 01:00:00,HB_HUBAVG,25.52
2018-01-01 01:00:00,HB_NORTH,25.55
2018-01-01 01:00:00,HB_SOUTH,25.56
2018-01-01 01:00:00,HB_WEST,25.85
2018-01-01 01:00:00,LZ_AEN,25.51
2018-01-01 01:00:00,LZ_CPS,25.86
2018-01-01 01:00:00,LZ_HOUSTON,25.1
2018-01-01 01:00:00,LZ_LCRA,25.53
2018-01-01 01:00:00,LZ_NORTH,25.55
2018-01-01 01:00:00,LZ_RAYBN,25.55
2018-01-01 01:00:00,LZ_SOUTH,28.3
2018-01-01 01:00:00,LZ_WEST,27.78
2018-01-01 02:00:00,HB_BUSAVG,25.76
2018-01-01 02:00:00,HB_HOUSTON,24.98
2018-01-01 02:00:00,HB_HUBAVG,25.75
2018-01-01 02:00:00,HB_NORTH,25.72
2018-01-01 02:00:00,HB_SOUTH,26.23
2018-01-01 02:00:00,HB_WEST,26.07
2018-01-01 02:00:00,LZ_AEN,25.8
2018-01-01 02:00:00,LZ_CPS,26.49
2018-01-01 02:00:00,LZ_HOUSTON,24.96
2018-01-01 02:00:00,LZ_LCRA,25.86
2018-01-01 02:00:00,LZ_NORTH,25.71
2018-01-01 02:00:00,LZ_RAYBN,25.72
2018-01-01 02:00:00,LZ_SOUTH,31.79
2018-01-01 02:00:00,LZ_WEST,27.97
2018-01-01 03:00:00,HB_BUSAVG,26.77
2018-01-01 03:00:00,HB_HOUSTON,26.07
2018-01-01 03:00:00,HB_HUBAVG,26.76
2018-01-01 03:00:00,HB_NORTH,26.75
2018-01-01 03:00:00,HB_SOUTH,27.13
2018-01-01 03:00:00,HB_WEST,27.09
2018-01-01 03:00:00,LZ_AEN,26.81
2018-01-01 03:00:00,LZ_CPS,27.45
2018-01-01 03:00:00,LZ_HOUSTON,26.06
2018-01-01 03:00:00,LZ_LCRA,26.86
2018-01-01 03:00:00,LZ_NORTH,26.74
2018-01-01 03:00:00,LZ_RAYBN,26.75
2018-01-01 03:00:00,LZ_SOUTH,32.13
2018-01-01 03:00:00,LZ_WEST,28.99
2018-01-01 04:00:00,HB_BUSAVG,28.08
2018-01-01 04:00:00,HB_HOUSTON,27.53
2018-01-01 04:00:00,HB_HUBAVG,28.07
2018-01-01 04:00:00,HB_NORTH,28.11
2018-01-01 04:00:00,HB_SOUTH,28.19
2018-01-01 04:00:00,HB_WEST,28.45
2018-01-01 04:00:00,LZ_AEN,28.08
2018-01-01 04:00:00,LZ_CPS,28.62
2018-01-01 04:00:00,LZ_HOUSTON,27.51
2018-01-01 04:00:00,LZ_LCRA,28.12
2018-01-01 04:00:00,LZ_NORTH,28.1
2018-01-01 04:00:00,LZ_RAYBN,28.11
2018-01-01 04:00:00,LZ_SOUTH,31.79
2018-01-01 04:00:00,LZ_WEST,30.54
2018-01-01 05:00:00,HB_BUSAVG,30.88
2018-01-01 05:00:00,HB_HOUSTON,30.59
2018-01-01 05:00:00,HB_HUBAVG,30.89
2018-01-01 05:00:00,HB_NORTH,31.02
2018-01-01 05:00:00,HB_SOUTH,30.49
2018-01-01 05:00:00,HB_WEST,31.49
2018-01-01 05:00:00,LZ_AEN,30.79
2018-01-01 05:00:00,LZ_CPS,30.97
2018-01-01 05:00:00,LZ_HOUSTON,30.58
2018-01-01 05:00:00,LZ_LCRA,37.68
2018-01-01 05:00:00,LZ_NORTH,31.03
2018-01-01 05:00:00,LZ_RAYBN,31.06
2018-01-01 05:00:00,LZ_SOUTH,38.06
2018-01-01 05:00:00,LZ_WEST,36.96
2018-01-01 06:00:00,HB_BUSAVG,36.38
2018-01-01 06:00:00,HB_HOUSTON,34.76
2018-01-01 06:00:00,HB_HUBAVG,36.31
2018-01-01 06:00:00,HB_NORTH,36.53
2018-01-01 06:00:00,HB_SOUTH,36.62
2018-01-01 06:00:00,HB_WEST,37.37
2018-01-01 06:00:00,LZ_AEN,36.92
2018-01-01 06:00:00,LZ_CPS,36.97
2018-01-01 06:00:00,LZ_HOUSTON,34.71
2018-01-01 06:00:00,LZ_LCRA,36.23
2018-01-01 06:00:00,LZ_NORTH,36.73
2018-01-01 06:00:00,LZ_RAYBN,36.92
2018-01-01 06:00:00,LZ_SOUTH,43.85
2018-01-01 06:00:00,LZ_WEST,43.66
2018-01-01 07:00:00,HB_BUSAVG,40.67
2018-01-01 07:00:00,HB_HOUSTON,37.88
2018-01-01 07:00:00,HB_HUBAVG,40.51
2018-01-01 07:00:00,HB_NORTH,40.99
2018-01-01 07:00:00,HB_SOUTH,41.04
2018-01-01 07:00:00,HB_WEST,42.21
2018-01-01 07:00:00,LZ_AEN,41.19
