SettlementPoint,Year,Month,AveragePrice
LZ_SOUTH,2019,11,25.80370833333333
LZ_SOUTH,2019,12,19.78688172043011
LZ_WEST,2016,1,19.519260752688172
LZ_WEST,2016,2,15.04448275862069
LZ_WEST,2016,3,16.00265141318977
LZ_WEST,2016,4,17.153666666666666
LZ_WEST,2016,5,17.73752688172043
LZ_WEST,2016,6,23.48876388888889
LZ_WEST,2016,7,27.178790322580646
LZ_WEST,2016,8,30.010564516129033
LZ_WEST,2016,9,26.767666666666667
LZ_WEST,2016,10,25.182258064516127
LZ_WEST,2016,11,19.343138888888888
LZ_WEST,2016,12,25.165819892473117
LZ_WEST,2017,1,23.231370967741935
LZ_WEST,2017,2,18.47705357142857
LZ_WEST,2017,3,20.251197846567965
LZ_WEST,2017,4,20.388569444444446
LZ_WEST,2017,5,22.86779569892473
LZ_WEST,2017,6,27.512319444444444
LZ_WEST,2017,7,31.130174731182795
LZ_WEST,2017,8,27.21391129032258
LZ_WEST,2017,9,27.011777777777777
LZ_WEST,2017,10,22.17331989247312
LZ_WEST,2017,11,22.152916666666666
LZ_WEST,2017,12,21.872258064516128
LZ_WEST,2018,1,37.29330645161291
LZ_WEST,2018,2,22.12410714285714
LZ_WEST,2018,3,22.30162853297443
LZ_WEST,2018,4,21.128125
LZ_WEST,2018,5,49.60012096774193
LZ_WEST,2018,6,57.96752777777778
LZ_WEST,2018,7,101.47096774193548
LZ_WEST,2018,8,33.289852150537634
LZ_WEST,2018,9,27.101097222222222
LZ_WEST,2018,10,30.004556451612903
LZ_WEST,2018,11,31.224027777777778
LZ_WEST,2018,12,34.98084677419355
LZ_WEST,2019,1,27.46153225806452
LZ_WEST,2019,2,22.79895833333333
LZ_WEST,2019,3,31.282960969044417
LZ_WEST,2019,4,21.699236111111112
LZ_WEST,2019,5,28.851989247311828
LZ_WEST,2019,6,32.026777777777774
LZ_WEST,2019,7,32.07568548387097
LZ_WEST,2019,8,128.87646505376344
LZ_WEST,2019,9,83.47113888888889
LZ_WEST,2019,10,49.38336021505376
LZ_WEST,2019,11,49.34084722222223
LZ_WEST,2019,12,39.5025940860215
