Month,DOW,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
1,0,0.7634196141022977,0.7292428750412978,0.7261678471052182,0.7471439305263332,0.8088421696152462,0.9158311773055616,1.5245549217377934,1.3939101634249222,1.179580716280168,1.150192235005349,1.04900185142307,0.9584862076760384,0.9168415436274164,0.8949209873402199,0.8761852814153915,0.8564831381392237,0.8984133404961959,1.2941694358696518,1.3970510848167752,1.1470513136134965,1.0744806543220158,1.0015365987811542,0.8907696996265122,0.8057232127086512
1,1,0.5852494596105675,0.5515097886427971,0.5551021126915576,0.5837526579235838,0.6646327773155302,0.8051384321442565,1.4848977112141262,1.470581243313919,1.2457440204973786,1.0764469449837333,0.9837685064120342,0.8987501705913687,0.8605200945626477,0.8299325118533487,0.8186096473271084,0.8350744658839273,0.9050367376766997,1.5559693771984275,1.8201460702352183,1.4572332941523478,1.2963711363806454,1.0533257612777402,0.8738152154293839,0.7883918626816523
1,2,0.5796539209912435,0.5482797026559973,0.5505435222953584,0.5725722287860631,0.6748359274948876,1.050905709251549,3.455546539512239,3.4673735459614643,1.6131601446812938,0.903264036105021,0.8313587392266009,0.754563011460587,0.7105636451365971,0.6750826257889206,0.6409947262193123,0.6335937773983247,0.6592649116421038,0.9402687802099595,1.0321421272406917,0.866389896979276,0.823507928810612,0.7539680332220369,0.663981202557439,0.5981853163724226
1,3,0.7163825716957338,0.6774082303185236,0.6805377072806662,0.7105353910559411,0.8042138132779726,1.0463570932237558,2.000229906750508,1.767392703034254,1.2916710274601308,1.1071760073432901,1.0102445761737682,0.9288781751580607,0.8733093704158053,0.8463999862742237,0.8128816409165386,0.8118316190410829,0.8412528202180681,1.1936483970867038,1.26908526280572,1.0535219483739242,1.0107798814436084,0.9202103475194947,0.8437852259176967,0.7822662972145251
1,4,0.7939211743957643,0.7348772233134848,0.7405963824967489,0.7593746743899756,0.8286297558358965,0.9903870273107218,1.6218099865318047,1.434050222090156,1.1779615558274066,1.0954389512559384,1.0432024204160861,0.9746188191981602,0.9236557853424356,0.8988573258878784,0.8711414006151378,0.8517379374751574,0.8843394602688238,1.2912101694522806,1.3069320685836014,1.092938266268924,1.0222707608951527,0.9726969964766585,0.8716507994087888,0.8177008362630196
1,5,0.8995284935607399,0.8313348607723462,0.7997430173372095,0.7947330714190893,0.8328670286987616,0.9056085250147693,1.128988880635809,1.2404236971252596,1.3870497356706326,1.3292651167315368,1.1576866290988277,1.0635191019388206,0.9517924439395766,0.8828935275025155,0.8520556079676784,0.8310916595141851,0.8504261595379986,1.1485909020435998,1.3097603758270107,1.1004613730535031,1.0182593477950257,0.9623960187954039,0.8922081356900886,0.8293162903296085
1,6,0.843522245464728,0.7669276760278841,0.7366826409169254,0.7479754300005627,0.7781959155700353,0.8470573794387363,1.0532980774640324,1.153263810395708,1.240733826710924,1.1869948803977026,1.0871518951734578,1.0161055221124882,0.95087739038374,0.918251049748623,0.8898226807076406,0.8903382210788501,0.921614336932228,1.2685484572147525,1.5243301299591352,1.210145098019159,1.1136163008955469,1.0476025838392415,0.9365895572387903,0.8703548943091093
2,0,0.6691288477567326,0.6172793377978328,0.6038858391055671,0.6342367717644354,0.7079584973989019,0.867588307992987,1.4291093035955507,1.3116718880234528,1.1663840427672232,1.1403443221337626,1.0717960509297846,1.0383123041991205,1.0161239329750236,1.0210961975109936,1.009887046244934,1.0243439772368004,1.0127899290087086,1.1628775903198918,1.6446699048659212,1.1687408386744458,1.0780904204868795,0.9952001839450463,0.8565228637944414,0.7519616014715603
2,1,0.6264908665847763,0.5616158814439116,0.5378709830803977,0.5722550223877639,0.6584082894163331,0.8354697468003327,1.2610353845544238,1.1532174981178427,1.0856678686056185,1.085043784918968,1.0451321472441255,1.0166026072829573,1.0067955779213058,1.0299163925981691,1.0301541387645121,1.044210880849546,1.051343265839838,1.2313765503031262,1.9284185917502077,1.3161627768752227,1.1787752109997225,1.0306296310971983,0.9026924753338351,0.8107144272298608
2,2,0.6807598270617429,0.6221391668118376,0.6034565723481521,0.6262031427593373,0.7104356226496001,0.8841925223329852,1.461832614381553,1.2904731681348225,1.1044658661348736,1.0635337342895532,1.0359337825309942,1.0308172660503292,1.0093863713056008,1.0181283051782801,1.0291215063024517,1.0597913679494095,1.0230109237626859,1.1732903221090767,1.6741534297106364,1.2058313669261063,1.0933849532996047,0.9839499750874375,0.8478798739387795,0.7678283189441458
2,3,0.649244815696178,0.6066728182215531,0.5932397649458502,0.6195522315574766,0.6751493370890195,0.8799669758632412,1.6865620902335972,1.393540867369239,1.1793113496187655,1.1730756155601962,1.106376572288864,1.0341994075081347,1.0040988781506484,1.0030207372152882,0.9736195425185761,0.9779612452042155,0.9771744937108446,1.139915497061823,1.584430090816376,1.1465883152833762,1.0394735564081394,0.9589626535865184,0.8544412607449857,0.7434218833470934
2,4,0.6928911898967341,0.6479543049326809,0.6300495370105988,0.6654508208174518,0.7279717042456997,0.8532175971208512,1.58888776835585,1.3201412843657696,1.1904629407998095,1.1567238260020098,1.0885748966308273,1.0608137580936574,1.0073910629254903,1.0116193875976434,1.0059621807949009,0.9939187456942168,1.0074785455049142,1.180519087605298,1.5130986937149842,1.0820137031740382,1.0054372853183577,0.9472030482818786,0.8471229774209893,0.7750956536953493
2,5,0.7983778121207721,0.7260639125429144,0.706616327673654,0.7170091170277867,0.7569622353831953,0.8443985769553899,0.9723170111914369,1.0714530198209786,1.2451744059411076,1.3612687085766444,1.2452988704842707,1.0815968800887847,1.0300374430834016,1.0468712725462335,1.0251210936284525,1.009594141868835,1.0076338253140136,1.1503635401864893,1.5388173793990438,1.0909317208260298,1.0192090278281976,0.9325505896507732,0.8525510045325838,0.7697820833290117
2,6,0.7490456010917482,0.6777512911658641,0.6293544238439136,0.6445434944348752,0.6772308947430474,0.7299210325532356,0.9092951745428575,1.0112928734149254,1.194407364693542,1.2419911126048415,1.1494255988963258,1.088474167873923,1.062909693603054,1.0447933931337487,1.0341252664660068,1.0244654078674724,1.023424615021839,1.1986681104053536,1.756630649994105,1.2398770021371488,1.1049967542983525,1.027327588192964,0.9417874261924735,0.8382610628283816
