Month,DOW,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
1,0,0.7415636156355445,0.7160380273345686,0.711339165442155,0.7455772268353144,0.8139554566655415,0.9224453252544452,1.5730174382025222,1.4267653618011489,1.1844802954735725,1.1727820872205843,1.0710957790800713,0.9731294032710522,0.9244521308543302,0.8958918609145038,0.8722017655402517,0.8531126391023217,0.8850012695492743,1.324393802967992,1.3984498242515522,1.1116479361411615,1.0317183374920844,0.9669866202762825,0.8847075906809984,0.799247040012726
1,1,0.6128195526177463,0.5843110443843599,0.5903508078784901,0.6271871811344998,0.719432715729152,0.8622432327507722,1.6107410219499712,1.5309048307801192,1.2051080320609062,1.1469160445389612,1.0295220066581694,0.9599307385483268,0.9117775388135542,0.8665308464257863,0.8245410913488463,0.8320856423346882,0.8872886684004934,1.5048081052389282,1.6881448169003443,1.254291908159865,1.0946195258201608,0.9941079667847365,0.8686128126814421,0.7937238680596832
1,2,0.5502994635696057,0.5379407322535285,0.5401437425134107,0.5698765689287016,0.6823550856726212,1.0596479350033852,3.5246445497630328,3.548127701682204,1.588386021561377,0.8943284203947709,0.8447216290818186,0.7629758866725691,0.7239154210718192,0.6841831154627362,0.6453726368418311,0.6336076246028853,0.6583250872350398,0.942654028436019,1.0340086453830528,0.8361127024634133,0.7875996041872818,0.7206030935888755,0.6468569345346595,0.5833133690953596
1,3,0.7176876972620545,0.6892310246401883,0.6940983155023214,0.7220569397568996,0.8211459262850687,1.0653254576291011,2.0323542784052644,1.7730974646696938,1.2514823541840778,1.107116243356997,1.0112192940919014,0.9211404552992157,0.8764292950540401,0.8454144649092854,0.8007712203505581,0.8011787144692483,0.8434449100022826,1.2307227926930266,1.297461273909623,1.0375479418717186,0.9713980632710082,0.888835227111942,0.8333028341593264,0.7675378111151567
1,4,0.7833624702397489,0.7358657508131974,0.745867759763713,0.7694109500626193,0.8405021521416695,0.9872752219462881,1.6305582745252247,1.4361346082332773,1.1773903305364752,1.0894752364791216,1.0470821062350129,0.9668095728629253,0.9067718729830349,0.8718674263634146,0.8383735194675851,0.8244989378208442,0.8790740020431451,1.3115967737109588,1.34427000294931,1.1024009095844034,1.0191790658807536,0.9827102024765656,0.8825105897338352,0.8270122631468713
1,5,0.8620930131194698,0.7988057359543216,0.7669528832323583,0.7621932615612604,0.807932702785163,0.8906245913786338,1.0834938761277948,1.2076886196225427,1.4023100727890858,1.347129843525258,1.1658719435121823,1.0714379113455081,0.962568103560999,0.9043804210434555,0.8786209301311947,0.8641066992110883,0.8850019613825566,1.2033474262302226,1.3628732075142744,1.1221200366124742,1.0047770561827134,0.941437475482718,0.8915137514710367,0.8127184762236848
1,6,0.8320877452456057,0.7547609387065952,0.7332958129916365,0.7430336505111057,0.7892098477808465,0.8502807481381621,1.0617907673782445,1.1725979346360744,1.2697930709527114,1.218355300184548,1.115270342787587,1.0384408989175817,0.9746737693546065,0.9322932345588525,0.89622135256469,0.8906980092404748,0.9182885488789708,1.2820177218172062,1.5271389866890044,1.169875528447836,1.0657696687302856,1.004855830268445,0.9103045691923092,0.8489457220266221
2,0,0.6896590520965181,0.6446868784280634,0.6391899222470013,0.6730717457255941,0.7640447632250417,0.9337753400437989,1.5352902175878487,1.3840114118096156,1.2049585116428583,1.1801739899142103,1.096369517609949,1.0502722359512184,0.9989673115946396,0.98263717276435,0.9397544853635506,0.9433869768750124,0.9422297229421573,1.1568360356016312,1.67454644084142,1.1412773993932455,1.0095111807606532,0.9014686677515922,0.8112350069314689,0.7026460128985594
2,1,0.5740962902510075,0.5390551835836502,0.5370393960476566,0.5975802150453342,0.6901048629474453,0.8897686183876219,1.3394908176678177,1.21390725417541,1.1317639120836664,1.1081791979125402,1.0705847603662575,1.0392728606404884,0.9946567631771611,1.0000993895243442,0.9716767852668328,0.9884078218155806,1.0116565713973746,1.2379959152305346,1.9499720729435117,1.2467645910121075,1.124070322987957,1.0223402453381414,0.9125134210854177,0.8090027311121408
2,2,0.6951329934641958,0.6416941507021463,0.6306310261377294,0.6546669812925636,0.7439622009910716,0.9115224417896362,1.4606287761967218,1.238016320303797,1.1024601184237244,1.0913969938593073,1.0705548574031292,1.0569564334593666,1.0322948849511873,1.0159306798663208,0.99525317323997,1.027718175681979,0.9849473458927601,1.1448687625873224,1.7191305349920705,1.202620906890856,1.1002211527380685,0.9497824142415778,0.8000021950643977,0.7296064798301021
